"ncid","race_code","ethnic_code","party_cd","gender_code","birth_age","drivers_lic","register_dt","2008 GENERAL","2010 GENERAL","2012 GENERAL","2014 GENERAL","2016 GENERAL"
"EH263947","W","NL","REP","F",60,"N",1995,0,0,0,0,0
"DL182535","O","HL","UNA","M",34,"Y",2006,0,0,0,0,0
"BR98807","W","NL","REP","F",38,"Y",1998,0,0,0,0,0
"DY31440","W","NL","REP","M",29,"Y",2006,1,0,1,0,1
"CA105993","B","UN","DEM","F",44,"Y",2012,0,0,1,1,1
"EH841083","W","NL","REP","F",32,"Y",2009,0,0,1,0,0
"CW507792","W","NL","DEM","M",34,"Y",2000,1,0,1,1,1
"BM37459","B","UN","DEM","F",40,"Y",2016,1,1,1,1,1
"BY591162","W","UN","REP","M",25,"Y",2012,0,0,1,0,0
"CC99387","W","UN","UNA","M",71,"Y",2004,1,0,1,1,1
"DL249142","W","NL","UNA","M",37,"Y",2016,0,0,0,0,1
"EH31247","W","NL","REP","M",80,"Y",1960,1,1,1,1,1
"AA176879","W","UN","REP","F",26,"Y",2012,0,0,0,0,1
"EH458733","W","NL","UNA","F",51,"N",2000,1,0,1,1,1
"EH112495","W","NL","UNA","F",65,"Y",2016,1,1,1,0,1
"CA7255","W","NL","DEM","F",80,"Y",1966,1,1,1,1,1
"DB179591","W","NL","DEM","F",30,"Y",2015,0,0,0,0,0
"BN431075","B","NL","DEM","F",49,"Y",2012,0,0,1,1,1
"DW50305","W","NL","REP","F",49,"Y",2004,1,1,1,1,1
"BE28280","B","NL","DEM","M",43,"N",1993,1,1,0,0,0
"BC59943","W","NL","UNA","M",38,"Y",2012,0,0,1,0,1
"BE261807","W","NL","REP","F",30,"Y",2012,1,0,1,1,0
"DH21792","W","NL","REP","M",48,"Y",2008,1,1,1,1,1
"BN369204","W","NL","UNA","F",29,"Y",2007,1,0,0,0,0
"AW159928","W","NL","REP","F",53,"Y",2005,1,0,1,1,1
"BC51484","B","UN","DEM","F",33,"Y",2016,1,0,1,0,1
"AS2114","W","NL","DEM","F",68,"N",1969,1,1,1,1,1
"BY505753","W","NL","DEM","F",27,"Y",2008,1,0,1,1,1
"BL42227","W","NL","DEM","F",63,"Y",1972,1,1,1,1,1
"AN89112","W","NL","REP","M",38,"Y",1999,1,1,1,0,1
"CJ123383","W","NL","REP","F",35,"Y",2007,0,0,0,0,0
"DB133692","W","NL","UNA","F",42,"Y",1992,1,0,1,0,1
"EH1095307","W","NL","UNA","M",25,"Y",2016,0,0,0,0,1
"AE29817","W","NL","DEM","F",63,"N",2011,0,0,1,1,1
"CA77459","B","NL","DEM","F",39,"Y",2012,1,0,1,0,1
"AL19607","W","NL","UNA","F",67,"Y",1971,1,1,1,0,1
"EF65489","W","NL","REP","M",45,"Y",2007,0,0,0,0,0
"DL37662","W","NL","UNA","M",68,"Y",1974,1,1,1,1,1
"CM55629","B","UN","DEM","F",40,"Y",2016,1,1,1,0,1
"DE237594","W","NL","UNA","M",27,"Y",2007,0,0,0,0,0
"EM33286","W","NL","REP","F",49,"Y",1996,1,0,1,1,1
"EH53018","W","NL","DEM","M",84,"Y",1976,1,1,1,1,1
"AT20899","B","UN","DEM","F",30,"Y",2016,1,1,1,1,1
"DL237077","B","NL","DEM","M",68,"Y",2013,0,0,0,0,0
"AJ24643","W","NL","REP","F",50,"Y",1999,1,1,1,1,1
"BY471300","B","UN","DEM","M",51,"Y",2005,1,0,1,0,1
"BN347930","B","NL","DEM","F",30,"Y",2005,1,0,1,0,1
"DS13780","W","NL","UNA","M",58,"Y",1984,1,1,1,1,1
"BD106609","W","NL","REP","F",69,"Y",2007,1,1,0,0,1
"CW112804","W","NL","UNA","M",55,"Y",1984,1,0,1,0,1
"BZ37929","B","NL","DEM","F",33,"Y",2002,1,1,1,0,1
"BE179924","B","NL","DEM","M",59,"Y",2008,1,1,1,1,0
"DX63981","U","UN","UNA","F",29,"N",2016,0,0,0,0,0
"DB272360","B","UN","UNA","M",21,"N",2014,0,0,0,0,0
"BN296838","W","NL","REP","F",43,"Y",2001,1,0,1,1,1
"DP34720","W","NL","UNA","M",39,"Y",2002,1,0,0,0,1
"BL173441","B","NL","DEM","M",41,"Y",1993,1,1,1,1,1
"DB39529","B","NL","DEM","F",56,"Y",1988,1,1,1,1,1
"EH9179","W","NL","DEM","M",71,"Y",1973,1,1,1,1,1
"BD116275","B","NL","DEM","F",25,"N",2008,0,0,1,1,0
"BY354799","B","UN","UNA","F",46,"Y",2016,0,1,0,1,1
"BE343915","B","NL","UNA","M",23,"Y",2012,0,0,0,0,0
"CW64016","W","NL","UNA","F",64,"Y",1976,1,0,1,1,1
"EH264941","B","NL","DEM","F",65,"Y",1995,1,1,1,1,1
"BP57441","W","NL","UNA","F",24,"Y",2012,0,0,0,0,0
"CR27716","W","UN","UNA","M",21,"Y",2016,0,0,0,1,1
"DN103031","W","NL","REP","M",70,"Y",2004,1,1,1,1,1
"BE402222","W","NL","REP","F",46,"Y",2016,0,0,0,0,1
"DD80320","W","NL","UNA","F",46,"Y",2001,1,0,1,0,1
"EH534981","W","UN","REP","F",37,"Y",2013,1,1,1,0,1
"CW298126","W","NL","REP","M",50,"Y",1994,1,1,1,0,1
"EH1130346","W","NL","UNA","F",35,"N",2016,0,0,0,0,1
"EG55129","B","NL","UNA","M",21,"N",2013,0,0,0,0,0
"AW120923","W","NL","REP","F",64,"Y",1999,1,1,1,1,1
"EH1004425","O","UN","DEM","M",58,"N",2014,0,0,0,0,1
"BY520333","W","UN","DEM","F",42,"Y",2008,1,0,1,0,1
"BY611521","W","UN","REP","M",46,"Y",2012,0,0,1,1,1
"CJ149506","W","NL","REP","M",23,"Y",2012,0,0,1,1,0
"CW440020","W","UN","REP","F",51,"Y",2008,1,1,1,1,1
"CW417413","W","NL","UNA","F",61,"Y",1998,1,0,1,1,1
"EB51702","W","NL","UNA","F",41,"N",2003,0,0,0,0,1
"BM46997","W","NL","DEM","F",56,"Y",2002,0,0,1,0,1
"EH1078246","W","NL","UNA","F",18,"N",2016,0,0,0,0,1
"EH699082","W","NL","DEM","F",39,"Y",2006,1,0,1,1,1
"CC44877","W","UN","REP","M",48,"N",1990,1,1,1,1,1
"BF30715","W","UN","UNA","M",48,"Y",2013,0,0,0,1,1
"AJ41682","W","NL","REP","M",21,"Y",2014,0,0,0,1,0
"CT47074","W","NL","DEM","F",84,"Y",2010,0,0,0,0,0
"BE358660","W","UN","DEM","F",64,"Y",2012,0,0,1,0,0
"CW1073923","A","UN","UNA","F",31,"Y",2014,0,0,0,0,1
"EP87563","W","NL","UNA","M",22,"Y",2012,0,0,1,0,0
"BD8670","W","NL","REP","F",53,"Y",1984,1,1,1,0,1
"CW1164660","U","HL","DEM","F",54,"N",2016,0,0,0,0,1
"DN120120","W","UN","UNA","F",65,"Y",2008,1,0,1,0,1
"EF92662","W","NL","REP","F",48,"Y",2001,1,1,1,1,0
"DL161604","B","NL","DEM","M",52,"Y",2003,1,1,1,1,1
"AY10453","W","UN","REP","M",74,"Y",2008,1,1,1,1,1
"CW954667","W","UN","REP","U",35,"Y",2012,0,0,1,0,1
"BE194839","W","NL","DEM","F",33,"Y",2002,0,0,0,0,0
"AL173505","W","NL","UNA","F",86,"Y",2004,1,1,1,1,1
"DE92000","O","NL","REP","M",62,"N",1988,1,0,1,0,0
"BB42869","W","NL","DEM","M",67,"Y",1995,0,0,0,0,0
"AL208723","W","NL","DEM","F",35,"Y",2006,0,0,0,0,0
"BR68220","W","NL","REP","F",41,"Y",1994,1,0,1,0,1
"BY385106","W","UN","REP","M",33,"Y",2008,1,1,1,0,1
"CM51021","U","UN","REP","F",48,"Y",2004,1,1,1,1,1
"EH667086","W","NL","REP","F",30,"Y",2005,0,0,0,0,0
"DZ34284","W","NL","UNA","M",86,"N",1962,1,1,1,1,1
"DE217332","W","NL","DEM","M",38,"Y",2015,0,0,0,0,1
"EH1117693","B","NL","DEM","M",36,"N",2016,0,0,0,0,0
"CM61211","B","NL","UNA","F",25,"Y",2016,0,0,0,0,1
"CW207275","W","NL","REP","F",79,"Y",1988,1,1,1,1,1
"CN86013","W","NL","REP","F",61,"Y",2015,0,0,0,0,1
"CW1150959","W","NL","UNA","M",46,"Y",2016,0,0,0,0,1
"AM40028","W","NL","REP","M",54,"Y",1995,1,1,1,1,1
"AE30541","W","UN","DEM","F",64,"Y",2012,0,0,0,0,0
"DD147527","W","NL","REP","M",27,"Y",2011,0,0,0,0,0
"BY583702","W","HL","DEM","M",49,"Y",2016,0,0,1,1,1
"AF23115","W","NL","REP","M",72,"Y",2008,1,1,1,1,1
"CW46296","B","NL","DEM","M",72,"N",1972,1,0,1,0,1
"CT15435","W","NL","REP","F",48,"N",1986,0,0,0,0,0
"BE235833","B","NL","DEM","F",34,"Y",2004,1,0,1,1,1
"DD69798","W","NL","DEM","M",57,"Y",1999,1,1,1,1,1
"AX46682","W","NL","REP","F",43,"Y",2005,1,1,1,1,1
"BC48645","W","NL","REP","M",55,"Y",2006,1,1,1,1,1
"EH143971","W","UN","REP","M",51,"Y",2013,1,1,1,1,1
"DZ33037","W","NL","UNA","M",64,"Y",1996,1,1,1,1,1
"CE40207","B","NL","DEM","M",25,"Y",2009,0,0,0,1,0
"CW236129","W","NL","REP","F",45,"Y",2008,1,0,0,0,0
"EL6427","W","NL","DEM","F",83,"Y",1969,1,1,1,1,0
"EH241396","W","UN","REP","F",45,"Y",2012,1,1,1,1,1
"AP75070","W","NL","UNA","M",53,"Y",2008,1,0,1,1,1
"DK42180","W","NL","UNA","M",23,"Y",2013,0,0,0,0,1
"EH986594","M","NL","DEM","F",21,"N",2016,0,0,0,0,1
"EH125117","W","NL","REP","F",54,"Y",1988,1,1,1,1,1
"BR111424","W","NL","REP","F",44,"N",2000,1,0,1,0,1
"AL230962","W","UN","DEM","M",41,"Y",2008,1,0,1,1,1
"CZ39907","W","NL","UNA","M",37,"Y",2013,0,0,0,0,0
"EH966667","W","NL","REP","M",58,"Y",2012,0,0,1,1,1
"EH13193","W","NL","REP","F",71,"Y",1972,1,1,1,1,1
"CW610432","W","NL","DEM","F",62,"Y",2007,1,0,1,1,1
"CW1067662","W","NL","DEM","F",31,"Y",2014,0,0,0,0,0
"CW420195","W","NL","UNA","F",60,"Y",2015,1,0,1,0,1
"BL382780","O","NL","DEM","M",28,"Y",2009,0,0,1,0,1
"BP42939","W","NL","DEM","F",80,"Y",2005,0,0,0,0,0
"BK29868","W","NL","REP","M",38,"N",2001,0,0,0,0,0
"BE327735","B","NL","DEM","M",43,"Y",2010,0,0,1,0,0
"AN193782","W","NL","UNA","M",20,"Y",2016,0,0,0,0,0
"EH191417","W","NL","REP","M",74,"Y",1991,1,1,1,1,1
"BB99670","W","NL","REP","M",20,"Y",2014,0,0,0,0,0
"DZ70330","W","NL","UNA","M",49,"Y",2016,0,0,0,0,0
"CT39603","W","NL","UNA","F",32,"Y",2015,1,0,1,0,1
"EG50649","B","NL","DEM","F",52,"Y",2010,0,1,0,0,1
"DG61497","O","HL","UNA","M",30,"N",2016,0,0,0,0,0
"DL60246","W","NL","DEM","M",71,"Y",1984,1,1,1,1,1
"EH1025916","W","UN","REP","F",21,"Y",2014,0,0,0,1,1
"BN361567","U","UN","UNA","F",45,"Y",2016,0,1,1,0,1
"CC113797","W","NL","UNA","F",27,"Y",2008,0,0,0,0,0
"BA16257","W","NL","REP","F",74,"Y",2013,0,0,0,1,1
"CC43633","W","NL","REP","M",53,"Y",1989,1,1,1,1,1
"EH838699","B","NL","DEM","F",27,"Y",2007,1,1,1,1,1
"DB264311","W","UN","UNA","M",42,"Y",2013,0,0,0,0,0
"BY551117","B","NL","UNA","M",26,"Y",2009,0,0,0,0,0
"AP90578","W","NL","UNA","F",19,"Y",2015,0,0,0,0,0
"EH1108434","A","UN","UNA","M",54,"Y",2016,0,0,0,0,1
"BY559752","W","NL","UNA","M",46,"Y",2010,0,0,1,0,1
"CC103840","W","NL","REP","F",40,"Y",2005,1,1,1,1,1
"DT44169","W","NL","DEM","M",68,"Y",1976,1,0,1,1,1
"CC51215","W","NL","REP","F",76,"N",1994,0,0,0,0,0
"BE252334","B","NL","DEM","F",40,"Y",2005,1,0,0,0,0
"CW935010","B","UN","DEM","F",77,"Y",2014,0,0,1,0,1
"BM51652","B","UN","DEM","M",55,"Y",2008,1,0,1,1,1
"DN18862","W","NL","UNA","M",64,"Y",1984,1,1,1,1,1
"BY447337","W","NL","REP","F",49,"Y",2006,1,1,1,1,1
"CJ118747","B","NL","DEM","F",28,"Y",2014,0,0,0,0,0
"CM21225","W","UN","DEM","F",62,"Y",1972,1,1,1,1,1
"DF21848","W","UN","UNA","F",51,"N",2016,0,0,0,0,1
"BD35618","B","NL","DEM","M",53,"Y",1988,1,1,1,1,1
"EH122935","W","NL","REP","F",64,"Y",1987,1,1,1,1,1
"DL199447","B","NL","DEM","F",40,"Y",2008,0,0,1,0,1
"DT129397","W","UN","UNA","M",27,"Y",2008,1,0,1,1,1
"BN457220","W","NL","REP","F",36,"Y",2013,0,0,0,0,1
"AT9848","B","NL","DEM","F",57,"Y",1988,1,1,1,1,1
"DD138657","W","NL","REP","M",28,"Y",2009,0,0,0,0,0
"DB41107","W","NL","DEM","M",49,"Y",1988,0,1,1,0,0
"AN126058","W","NL","UNA","F",48,"Y",2004,1,1,1,1,1
"AA24579","B","NL","DEM","M",66,"Y",1982,0,1,1,1,1
"EH752396","B","UN","DEM","M",36,"N",2007,0,0,0,0,0
"CW589280","O","HL","DEM","M",57,"Y",2003,1,1,1,1,1
"EP3173","W","NL","DEM","M",67,"Y",1971,1,1,1,1,1
"EH366127","B","NL","DEM","M",40,"Y",1997,1,1,1,1,1
"CW1133141","W","NL","REP","M",47,"Y",2016,0,0,0,0,1
"CN29388","W","NL","REP","M",59,"Y",2007,1,1,1,0,1
"AH24250","U","UN","UNA","U",30,"N",2012,0,0,0,0,0
"DH11632","W","NL","REP","F",63,"N",1972,1,1,1,1,1
"DB213198","W","NL","UNA","M",43,"Y",2008,1,0,1,0,1
"AN117575","B","NL","UNA","F",37,"Y",2016,0,0,0,0,1
"BN337219","B","NL","DEM","M",34,"Y",2004,0,0,0,0,0
"CC142630","W","NL","REP","M",73,"Y",2016,0,0,0,0,1
"BB104421","B","NL","DEM","F",20,"Y",2016,0,0,0,0,1
"EF192864","B","NL","DEM","M",61,"Y",2014,0,0,0,0,1
"AN11342","W","NL","REP","M",70,"Y",2012,1,1,1,1,1
"BH36824","W","UN","UNA","M",72,"Y",1965,1,1,1,1,1
"EB28885","W","NL","DEM","F",66,"N",1992,1,1,1,0,0
"CW851873","B","UN","DEM","F",47,"Y",2008,1,0,1,0,1
"DS111547","U","HL","UNA","M",45,"Y",2015,0,0,0,0,0
"CC141480","W","NL","DEM","F",21,"Y",2016,0,0,0,0,1
"AL61224","W","NL","REP","F",69,"Y",1989,1,0,1,0,1
"BD99671","W","NL","DEM","F",66,"Y",2005,1,1,1,1,1
"BL459056","O","NL","DEM","M",66,"Y",2016,0,0,0,0,1
"DB6780","W","NL","UNA","M",84,"Y",1968,1,1,1,1,1
"EH534964","B","NL","DEM","F",34,"Y",2002,1,0,1,0,1
"CW1175826","O","HL","UNA","F",23,"Y",2012,0,0,1,0,1
"BM3750","W","NL","DEM","M",55,"N",1980,1,1,1,1,1
"AS87393","W","NL","UNA","F",42,"N",2014,0,0,0,1,1
"AL190469","W","NL","DEM","F",78,"Y",2004,0,0,0,0,0
"BP17970","B","NL","DEM","F",66,"Y",1994,1,1,1,1,1
"DR125248","I","NL","DEM","F",25,"Y",2014,0,0,0,1,0
"AN145434","W","NL","DEM","F",36,"Y",2010,0,0,1,0,1
"AF10979","W","NL","REP","F",66,"N",1986,1,0,0,0,0
"CA60481","W","UN","UNA","F",34,"N",2016,0,0,0,0,0
"CW945450","W","NL","DEM","F",22,"Y",2012,0,0,1,0,1
"BN174277","W","NL","DEM","M",72,"Y",1992,1,1,1,1,1
"BE218161","B","NL","DEM","M",86,"Y",2004,1,0,0,1,1
"CA78592","W","NL","REP","F",29,"Y",2013,1,1,1,1,1
"DN56877","W","UN","UNA","F",53,"Y",1994,1,0,1,0,1
"AG58621","B","NL","DEM","F",42,"Y",2016,0,0,0,0,1
"BY643471","W","NL","DEM","F",36,"Y",2015,0,0,0,0,1
"CZ65860","W","NL","UNA","M",65,"Y",2004,1,1,1,1,1
"AW109788","W","NL","UNA","F",44,"N",1996,0,0,0,0,0
"BG50669","W","NL","DEM","M",48,"Y",2015,0,0,0,0,1
"DB12134","W","NL","UNA","M",67,"Y",1972,1,1,1,1,1
"DT110392","W","NL","REP","F",32,"Y",2004,1,0,1,1,1
"BB90120","W","NL","DEM","F",45,"Y",2009,0,0,1,0,1
"BR56709","W","NL","REP","M",43,"N",1991,1,1,1,1,1
"BL430221","W","UN","UNA","M",32,"Y",2016,0,0,0,1,1
"AK11431","W","NL","UNA","F",62,"Y",1981,1,1,1,0,1
"DZ33644","W","NL","REP","F",47,"Y",1994,1,1,1,1,1
"DE262453","B","NL","DEM","F",25,"Y",2016,0,0,1,0,1
"EH295842","W","NL","DEM","M",51,"Y",1996,1,1,1,1,1
"BN32109","W","NL","REP","M",74,"Y",1964,1,1,1,1,1
"CW923296","B","NL","DEM","F",52,"Y",2011,0,0,1,0,1
"DX30989","B","NL","DEM","M",38,"N",1996,1,0,1,0,1
"CW85877","B","NL","DEM","M",59,"N",1983,1,1,1,1,1
"AS62046","W","UN","REP","M",47,"Y",2012,1,1,1,1,1
"DP19015","W","NL","REP","F",51,"Y",1993,1,1,1,0,1
"EH756554","B","UN","DEM","F",51,"Y",2008,1,0,1,1,1
"BY105462","W","NL","UNA","F",65,"Y",1984,1,1,1,1,1
"CW1058801","M","UN","REP","F",75,"N",2014,0,0,0,1,1
"EP49569","W","NL","DEM","F",82,"Y",1997,0,0,0,0,0
"DB156842","W","NL","UNA","M",32,"Y",2016,0,0,1,0,1
"EM72214","B","NL","DEM","M",38,"Y",2003,1,0,0,0,0
"CD10631","B","NL","DEM","F",58,"Y",1988,1,0,1,0,1
"AM91553","W","NL","UNA","F",56,"Y",2011,0,0,1,1,1
"AT14314","W","NL","DEM","F",41,"Y",1996,1,0,1,0,1
"BL342764","W","NL","REP","F",35,"Y",2007,1,1,1,0,0
"DB25103","W","NL","REP","F",76,"Y",1972,1,1,1,1,1
"BR129489","W","NL","REP","F",32,"Y",2004,1,0,1,0,1
"BP4926","W","NL","REP","M",54,"Y",1980,1,0,1,1,0
"CH36494","W","NL","REP","M",34,"Y",2016,1,1,1,0,1
"EH1123889","W","NL","UNA","M",26,"Y",2016,0,0,0,0,1
"CW385900","B","NL","DEM","F",41,"N",1996,1,1,1,0,1
"BZ50475","B","NL","DEM","F",40,"Y",2008,1,1,1,1,1
"BE206276","W","NL","DEM","F",32,"Y",2003,1,0,1,0,1
"DD103162","W","NL","REP","F",55,"Y",2015,1,1,1,1,1
"CJ67717","W","NL","DEM","F",46,"Y",1998,1,1,1,1,1
"DE261843","W","UN","LIB","M",25,"N",2010,0,0,1,0,0
"AN191826","W","NL","REP","M",28,"Y",2015,0,0,0,0,1
"CW621925","U","UN","UNA","F",30,"Y",2008,1,0,1,0,0
"BD100452","B","NL","DEM","F",69,"Y",2005,0,0,0,0,0
"CW631020","W","NL","REP","M",44,"Y",2004,1,1,1,1,1
"CH56024","W","NL","REP","F",61,"Y",2016,0,0,0,0,1
"CW793162","W","NL","DEM","F",38,"Y",2008,1,1,1,1,1
"EM112690","B","NL","DEM","M",43,"N",2016,0,0,1,0,1
"CC67441","W","NL","UNA","F",37,"Y",1997,0,0,0,0,0
"DE176500","B","UN","DEM","F",36,"Y",2015,1,0,1,1,1
"BL409691","I","NL","DEM","F",32,"Y",2012,0,0,1,0,1
"EF19530","W","NL","UNA","M",76,"Y",1984,1,1,1,1,1
"DZ54335","W","NL","DEM","F",40,"Y",2006,1,0,1,0,1
"AX40729","W","UN","REP","M",70,"Y",2009,1,1,1,1,1
"CL55968","W","NL","REP","M",53,"Y",2013,0,0,0,0,0
"BL305824","U","UN","UNA","F",33,"Y",2008,1,1,1,1,1
"EL75128","W","NL","UNA","M",23,"Y",2011,0,0,0,0,0
"BL241600","O","NL","UNA","M",48,"Y",2016,1,0,1,1,1
"EH789743","B","UN","DEM","F",47,"Y",2008,1,0,1,0,1
"CJ120831","W","NL","UNA","F",58,"Y",2007,1,0,0,0,1
"AK35831","W","NL","UNA","F",52,"Y",1994,1,1,1,0,1
"AH13323","W","NL","DEM","F",86,"N",1960,0,0,0,0,0
"CW741001","O","HL","UNA","M",39,"Y",2007,1,0,1,0,0
"CB78510","W","UN","REP","F",53,"N",2012,0,0,1,0,0
"CB37817","W","NL","DEM","F",46,"Y",1993,1,1,0,1,1
"EL5716","W","NL","DEM","F",63,"N",1972,1,1,1,1,1
"EH267527","B","NL","DEM","M",54,"Y",1995,1,1,1,1,1
"CC134417","W","UN","REP","F",25,"Y",2014,0,0,0,1,0
"BK15376","B","NL","DEM","F",50,"Y",1989,1,1,1,0,1
"CC29522","W","UN","REP","M",51,"Y",1984,1,1,1,0,1
"DX61016","W","NL","DEM","F",80,"Y",2014,0,0,0,1,1
"CN4516","W","NL","DEM","F",68,"Y",1970,1,1,1,1,1
"AL277761","W","UN","UNA","F",29,"Y",2013,0,0,0,0,0
"BY58716","B","NL","DEM","F",56,"Y",1988,1,0,1,1,1
"EH789896","B","NL","UNA","M",30,"Y",2008,0,0,1,0,0
"CW882420","W","NL","DEM","F",53,"Y",2010,0,0,1,0,1
"BN482967","W","NL","UNA","M",32,"Y",2016,0,0,0,0,0
"CW1119879","B","NL","DEM","M",32,"Y",2016,0,0,0,0,1
"BN32088","W","UN","REP","M",66,"Y",1972,1,1,1,1,1
"CW998894","U","UN","DEM","M",61,"Y",2012,0,0,1,0,1
"AB25823","W","UN","REP","M",79,"Y",2012,1,1,1,1,1
"BL81149","W","NL","DEM","F",73,"Y",1984,1,1,1,1,1
"EH1113868","W","NL","UNA","M",18,"Y",2016,0,0,0,0,1
"BN433716","W","NL","UNA","M",25,"N",2012,0,0,1,0,0
"AN186999","W","NL","REP","F",21,"N",2014,0,0,0,1,1
"CJ97796","B","UN","DEM","F",72,"Y",2016,1,1,1,1,1
"BB81161","W","UN","REP","M",27,"Y",2007,1,1,1,1,1
"AA131218","W","NL","UNA","F",52,"Y",2003,1,1,0,1,1
"EM61688","W","NL","DEM","F",68,"Y",2000,1,0,1,0,0
"AL179721","W","NL","UNA","F",31,"Y",2004,1,0,0,0,0
"CG154409","U","UN","REP","U",25,"Y",2016,0,0,0,1,1
"BY267682","B","NL","DEM","F",53,"Y",1995,1,1,1,1,1
"EN8956","W","NL","DEM","F",72,"N",1974,1,0,1,0,1
"BY646576","W","HL","DEM","F",31,"Y",2015,0,0,0,0,1
"CW925054","B","NL","DEM","F",43,"Y",2011,0,0,1,1,1
"BL103647","W","NL","DEM","F",60,"Y",2013,0,0,0,0,0
"BY587614","M","NL","UNA","F",22,"Y",2012,0,0,0,0,0
"CW803761","U","UN","DEM","U",41,"N",2008,0,0,1,0,0
"DS108693","W","NL","REP","F",23,"N",2013,0,0,0,0,0
"BY519320","B","NL","DEM","M",58,"Y",2008,0,0,0,0,0
"DL232503","O","UN","DEM","F",24,"N",2012,0,0,1,0,0
"DK45042","W","NL","UNA","M",72,"Y",2016,0,0,0,0,1
"ED26299","W","NL","DEM","M",64,"Y",1996,1,0,1,1,1
"AL283421","W","NL","UNA","M",60,"Y",2014,0,0,0,0,0
"CW751296","A","UN","UNA","M",64,"Y",2007,0,0,0,0,1
"BL404327","W","NL","UNA","M",26,"Y",2012,0,0,1,0,0
"DE264909","O","NL","UNA","M",23,"Y",2011,0,0,0,0,0
"BL149805","W","NL","REP","M",58,"Y",1991,1,0,1,1,1
