"ncid","race_code","ethnic_code","party_cd","gender_code","birth_age","drivers_lic","register_dt","2008 GENERAL","2010 GENERAL","2012 GENERAL","2014 GENERAL","2016 GENERAL"
"CW982047","A","NL","DEM","M",31,"Y",2012,0,0,0,0,1
"DD110774","B","NL","UNA","M",28,"Y",2006,0,0,0,0,0
"EF41473","W","NL","REP","M",51,"Y",1992,1,1,1,1,1
"DC10825","B","NL","DEM","M",71,"N",1984,1,1,1,1,1
"DY36873","B","NL","DEM","M",52,"Y",2010,0,0,0,0,0
"BY588919","B","NL","DEM","F",28,"Y",2016,0,0,1,0,1
"CD26718","B","UN","UNA","F",24,"Y",2011,0,0,1,1,1
"CJ144892","W","NL","REP","M",24,"Y",2011,0,0,0,0,0
"DL237869","W","NL","UNA","F",46,"N",2013,0,0,0,0,1
"EH82890","B","NL","DEM","M",63,"Y",1983,1,0,1,1,1
"EH767850","W","NL","DEM","F",26,"Y",2008,1,0,0,0,1
"BY212412","W","NL","DEM","M",61,"Y",1990,0,0,0,0,0
"AL291194","W","NL","UNA","M",20,"Y",2016,0,0,0,0,1
"CY32476","W","UN","UNA","M",19,"Y",2015,0,0,0,0,1
"BH60097","B","NL","DEM","F",44,"Y",1992,1,1,1,1,1
"CZ74977","W","NL","REP","M",27,"Y",2007,0,0,0,0,0
"CS20219","W","NL","DEM","F",46,"Y",1998,1,1,1,1,1
"CN65040","W","NL","UNA","F",29,"Y",2006,0,0,0,0,1
"DD120948","B","NL","DEM","F",26,"Y",2008,1,0,1,0,1
"AK57087","W","NL","DEM","F",82,"N",2000,0,0,0,0,0
"EB5969","W","NL","REP","M",74,"Y",1968,1,0,1,0,0
"CJ25581","W","NL","DEM","M",78,"N",1964,1,1,1,1,1
"AW210115","W","NL","REP","F",65,"Y",2016,0,0,0,0,1
"BY657143","W","NL","REP","F",36,"Y",2016,0,0,0,0,1
"CR7454","W","NL","DEM","F",67,"Y",1974,1,1,1,1,1
"EF159951","W","NL","REP","F",25,"Y",2010,0,1,1,0,1
"BY330565","W","NL","DEM","M",34,"Y",2000,1,0,1,0,1
"CW866714","B","NL","UNA","M",37,"Y",2009,0,0,0,0,0
"EH880035","W","NL","REP","M",58,"Y",2011,0,0,1,1,1
"DB176065","W","NL","REP","M",68,"Y",2004,1,1,1,1,1
"DR103059","W","NL","UNA","M",26,"Y",2008,1,0,1,0,0
"EH749490","W","NL","UNA","F",33,"Y",2007,1,1,1,1,1
"CW660018","A","NL","UNA","M",31,"Y",2004,0,0,0,0,1
"DL235333","W","NL","UNA","M",22,"Y",2013,0,0,0,0,0
"CH55483","W","NL","UNA","F",19,"N",2016,0,0,0,0,1
"DN7750","W","NL","REP","F",68,"N",1972,1,1,1,1,1
"AM94773","W","NL","REP","F",31,"Y",2012,0,0,1,0,1
"DR105035","B","NL","DEM","F",27,"Y",2008,1,0,1,0,1
"BN53643","W","NL","REP","F",117,"N",1968,1,0,0,0,0
"AL6706","W","NL","DEM","F",90,"N",1984,1,1,1,1,1
"CW96261","W","NL","REP","M",58,"Y",1982,1,1,1,1,0
"DB279239","W","NL","DEM","M",58,"N",2012,0,0,0,0,0
"BE29971","W","NL","DEM","F",88,"N",1966,0,0,0,0,0
"CN58989","W","NL","DEM","M",47,"N",2004,1,0,0,0,1
"AN160613","W","NL","UNA","M",45,"Y",2012,0,0,1,1,1
"DE271236","M","HL","DEM","F",24,"Y",2012,0,0,1,0,1
"BE55987","W","UN","REP","M",58,"Y",1900,1,1,1,1,1
"BN7071","W","NL","DEM","F",71,"Y",1967,1,0,1,0,1
"BB107051","B","NL","DEM","F",30,"Y",2016,0,0,0,0,1
"BY109493","B","NL","DEM","F",51,"Y",1990,1,1,1,1,1
"CW44930","B","NL","DEM","M",69,"Y",1971,0,0,0,0,0
"BL259423","B","NL","DEM","F",46,"N",2000,1,1,1,1,1
"CW989291","B","UN","DEM","M",41,"N",2012,0,0,1,0,1
"CW710143","B","UN","UNA","M",29,"Y",2016,0,0,1,0,1
"BE376646","U","UN","UNA","U",20,"Y",2016,0,0,0,1,0
"CW1115623","W","HL","REP","F",26,"Y",2016,0,0,0,0,0
"DA11054","W","NL","REP","M",44,"Y",1991,1,1,1,1,1
"EH1057560","W","NL","DEM","F",42,"N",2016,0,0,0,0,1
"BR85797","W","NL","DEM","M",71,"Y",1996,1,1,1,1,1
"CA112218","B","NL","UNA","F",61,"Y",2016,0,0,0,1,1
"AM19980","W","NL","UNA","F",58,"Y",2000,1,1,1,0,1
"BY670922","O","NL","REP","F",18,"Y",2016,0,0,0,0,1
"DL30228","B","NL","DEM","M",62,"Y",1972,1,1,1,1,1
"CP38228","W","NL","DEM","M",58,"Y",2009,0,1,1,0,0
"AN193140","O","HL","DEM","M",56,"Y",2016,0,0,0,0,0
"ED38510","W","NL","DEM","F",73,"Y",2004,1,0,0,0,1
"CN6306","W","NL","DEM","F",81,"N",1968,1,0,1,0,1
"CW563663","B","NL","DEM","F",34,"Y",2002,1,1,1,1,1
"AL306266","W","NL","UNA","M",19,"N",2016,0,0,0,0,1
"CW1163178","B","UN","DEM","M",34,"Y",2016,0,0,0,0,1
"EH663812","W","UN","REP","F",58,"Y",2004,0,0,1,0,0
"BL331540","O","NL","UNA","M",29,"Y",2006,1,1,0,0,0
"BH57281","B","UN","DEM","M",45,"N",1992,1,1,1,0,1
"BD119853","W","NL","UNA","F",52,"Y",2010,0,1,1,0,1
"CC87348","W","NL","REP","M",43,"Y",2002,1,1,1,1,1
"BC62983","U","UN","UNA","U",24,"N",2016,0,0,0,0,1
"DB153083","W","NL","DEM","F",74,"Y",2002,1,0,0,0,0
"CH12583","W","UN","REP","M",58,"Y",2010,0,0,1,0,1
"AK122989","B","UN","UNA","U",21,"N",2013,0,0,0,0,0
"EH901441","W","NL","DEM","F",38,"N",2011,0,0,1,1,1
"EH1053851","W","NL","DEM","M",34,"Y",2015,0,0,0,0,1
"EL8796","W","NL","DEM","F",52,"Y",1982,1,1,1,1,1
"AN68562","W","NL","UNA","M",70,"Y",1995,1,1,1,1,1
"BB98780","W","NL","REP","F",21,"Y",2013,0,0,0,1,1
"CW1007462","B","NL","DEM","M",25,"Y",2012,0,0,0,0,0
"AK113668","W","NL","UNA","M",62,"Y",2011,0,0,1,1,1
"CZ15039","W","NL","REP","F",98,"Y",1984,1,1,1,1,1
"BL406719","O","HL","DEM","M",48,"N",2012,0,0,0,0,0
"DT70932","W","NL","REP","M",40,"Y",1996,1,1,1,1,1
"EN52803","W","NL","DEM","F",63,"Y",2016,1,0,0,0,1
"BW51741","W","NL","UNA","F",33,"Y",2009,0,0,0,0,0
"BL374250","B","UN","DEM","M",39,"Y",2008,1,0,0,0,0
"EH305677","W","NL","DEM","M",40,"Y",1996,1,0,0,0,0
"EF187247","W","NL","UNA","F",65,"N",2014,0,0,0,1,1
"AD28653","W","NL","UNA","F",26,"Y",2012,0,0,0,0,0
"DS94432","B","UN","DEM","M",45,"Y",2008,1,0,1,1,1
"BA4192","W","NL","UNA","F",46,"Y",1988,1,1,1,1,1
"BN365469","W","NL","REP","F",42,"Y",2007,1,0,1,0,1
"CW197785","W","NL","REP","M",68,"Y",1990,1,1,1,1,1
"AL164767","W","NL","DEM","M",80,"Y",2003,1,1,1,1,1
"ED53100","U","UN","UNA","U",20,"Y",2016,0,0,0,0,0
"EH918002","W","NL","UNA","M",26,"Y",2012,0,0,1,0,1
"BB85040","W","NL","REP","M",73,"Y",2008,0,0,0,0,1
"CW936258","B","UN","DEM","F",23,"Y",2012,0,0,1,1,1
"AD16101","W","NL","DEM","M",48,"N",1996,1,1,1,1,1
"BD77320","W","NL","REP","M",55,"Y",2000,1,1,1,1,1
"AN148801","W","NL","UNA","F",31,"Y",2008,1,0,1,0,1
"DY20890","W","NL","UNA","M",54,"Y",2015,1,1,1,1,1
"DN39432","W","NL","REP","F",79,"Y",1988,1,1,1,0,1
"BY372448","U","NL","DEM","M",71,"Y",2012,0,0,1,1,1
"EH1095350","U","HL","DEM","U",84,"Y",2016,0,0,0,0,0
"CP22264","W","NL","REP","M",44,"Y",2016,1,1,1,1,1
"EL24788","W","NL","REP","M",57,"N",1994,1,0,1,1,1
"AM37455","W","NL","DEM","F",77,"Y",1968,1,0,1,1,1
"DT138288","W","NL","LIB","M",45,"Y",2014,0,0,0,0,1
"EH861987","W","UN","DEM","M",46,"Y",2010,0,0,1,0,1
"CW241051","W","NL","REP","M",56,"Y",1992,0,0,0,0,0
"DP36273","B","NL","UNA","M",30,"Y",2004,1,0,1,1,1
"BR206324","W","NL","REP","F",21,"Y",2016,0,0,0,0,1
"AN78234","W","NL","REP","F",55,"Y",1997,0,0,0,0,0
"EL92875","B","UN","DEM","F",31,"Y",2016,0,0,0,0,1
"BG51671","W","UN","DEM","M",56,"Y",2016,0,0,0,0,1
"CW127550","W","NL","REP","F",76,"Y",1984,1,1,1,1,0
"BN261080","W","NL","UNA","F",64,"Y",1998,1,1,1,1,1
"AY4760","W","NL","REP","F",51,"Y",1984,1,1,1,1,1
"CW257372","W","NL","REP","M",58,"Y",1992,1,1,1,1,1
"BR209655","B","UN","DEM","M",19,"Y",2016,0,0,0,0,0
"AW193443","W","NL","DEM","F",78,"Y",2012,0,0,0,0,0
"DT128598","W","UN","REP","F",32,"Y",2014,0,0,0,0,0
"CW489397","O","NL","REP","F",63,"Y",2000,1,0,1,1,1
"BN96435","W","UN","UNA","F",72,"Y",1982,1,1,1,1,1
"BY589853","W","NL","UNA","F",22,"Y",2012,0,0,1,0,0
"AM37289","W","NL","UNA","M",58,"Y",1984,1,1,1,1,1
"DD35934","W","NL","REP","M",64,"Y",1992,1,1,1,1,1
"BL367683","O","NL","REP","F",43,"Y",2016,1,0,1,0,1
"EP79537","B","UN","DEM","M",47,"Y",2008,1,0,1,0,0
"EF199693","W","NL","UNA","F",33,"Y",2016,0,0,0,0,0
"EF24960","W","NL","REP","F",46,"Y",1988,0,0,0,0,0
"BN273556","O","NL","UNA","M",52,"Y",1999,0,0,1,0,1
"BE344568","A","NL","REP","F",34,"Y",2012,0,0,1,0,1
"DN147980","W","NL","UNA","F",18,"Y",2016,0,0,0,0,0
"DG17263","W","NL","DEM","F",49,"N",1990,0,0,0,0,0
"CS29932","B","NL","DEM","F",59,"Y",2008,1,0,1,1,1
"CJ54171","W","NL","UNA","F",39,"N",1996,1,1,1,1,1
"AD20593","W","UN","DEM","F",33,"N",2002,1,0,0,0,1
"AL295906","W","NL","LIB","F",40,"Y",2015,0,0,0,0,0
"DZ70007","W","NL","REP","F",34,"Y",2016,0,0,0,0,1
"CS10798","B","NL","DEM","F",83,"N",1964,1,1,1,0,1
"BY568587","W","NL","REP","M",63,"Y",2011,0,0,0,0,0
"EH614316","W","NL","REP","M",30,"Y",2004,1,0,1,0,1
"BH120554","W","NL","DEM","F",60,"Y",2004,1,0,1,1,1
"CW989110","B","NL","DEM","M",54,"Y",2004,0,0,1,0,0
"BD62062","B","NL","DEM","F",43,"Y",1996,1,1,1,1,1
"BK50510","W","NL","REP","M",20,"Y",2016,0,0,0,0,1
"AM78156","B","NL","REP","F",29,"Y",2005,1,0,1,0,1
"BY454863","B","NL","DEM","M",77,"Y",1999,0,0,1,0,1
"CW38455","W","NL","DEM","F",73,"Y",1968,1,1,1,1,1
"AA19699","W","NL","DEM","M",57,"Y",1978,1,1,1,1,1
"EH619483","U","UN","REP","M",56,"Y",2008,1,1,1,1,1
"EF69217","W","NL","UNA","F",63,"Y",1998,1,0,0,1,1
"BY622740","W","NL","REP","M",47,"Y",2013,0,0,0,0,1
"CJ114607","W","NL","UNA","F",51,"Y",2006,0,0,0,0,1
"BY572662","W","NL","REP","M",56,"Y",2011,0,0,1,1,1
"CJ40776","W","NL","REP","F",42,"N",1993,0,0,0,0,0
"CP29564","W","NL","REP","F",39,"Y",2003,1,0,0,0,0
"EF128653","W","NL","UNA","M",62,"Y",2006,0,0,0,0,0
"DG49164","B","UN","UNA","M",70,"Y",2016,1,1,1,1,1
"AW201477","W","NL","DEM","F",20,"Y",2015,0,0,0,0,0
"BR110227","W","UN","REP","M",38,"Y",2000,1,1,1,0,0
"CW691687","W","NL","UNA","F",29,"Y",2015,0,0,1,0,1
"EN32024","O","NL","REP","F",53,"Y",2016,1,0,0,0,1
"BF33585","W","UN","REP","M",55,"Y",2016,0,0,0,0,1
"BD78653","W","NL","REP","F",53,"Y",2008,1,1,1,1,1
"DE162980","W","NL","DEM","F",65,"Y",1998,1,1,1,1,0
"BB106458","W","NL","UNA","F",46,"Y",2016,0,0,0,0,1
"CW898762","W","NL","DEM","F",47,"Y",2010,0,1,1,0,1
"BY400914","W","NL","UNA","M",69,"Y",2004,1,1,1,1,1
"CZ98121","W","NL","REP","M",20,"Y",2015,0,0,0,0,1
"DA19971","B","NL","DEM","F",64,"Y",1981,1,1,1,1,1
"AM103587","U","NL","UNA","F",47,"Y",2016,0,0,0,0,0
"CW599657","W","NL","UNA","F",33,"Y",2015,0,0,0,0,1
"CB47476","W","NL","DEM","M",48,"N",1998,1,0,1,0,1
"DR54894","I","NL","DEM","F",71,"N",1994,1,0,1,0,0
"CW1085419","B","NL","REP","M",35,"Y",2015,0,0,0,0,0
"CW312357","B","NL","DEM","M",49,"Y",1995,1,0,1,0,0
"CW823751","M","UN","DEM","F",27,"Y",2008,1,0,0,0,0
"BH153824","W","NL","UNA","M",23,"Y",2012,0,0,0,0,1
"EF26685","W","NL","REP","M",69,"Y",1988,1,1,1,0,1
"CZ95932","W","NL","REP","M",68,"Y",2014,0,0,0,1,1
"BY542159","B","NL","UNA","F",31,"Y",2008,0,0,0,0,0
"AA188578","W","NL","REP","M",19,"Y",2015,0,0,0,0,1
"AK133008","W","NL","DEM","F",54,"Y",2015,0,0,0,0,0
"DA2591","W","NL","UNA","F",62,"Y",1987,1,1,1,1,1
"CW3896","W","NL","REP","M",82,"Y",1964,1,1,1,1,1
"EH564364","W","NL","UNA","F",31,"Y",2003,0,0,0,0,0
"BW51433","W","NL","UNA","M",67,"Y",2009,0,0,1,1,1
"AA57329","W","NL","REP","F",54,"N",1984,1,1,1,1,1
"DE23005","W","NL","DEM","F",95,"N",1972,0,0,0,0,0
"CG22589","W","NL","UNA","F",53,"Y",2000,1,0,1,1,1
"EP25192","W","NL","REP","F",57,"Y",1988,1,1,1,1,1
"BE382476","W","NL","DEM","M",59,"Y",2015,0,0,0,0,0
"EH705159","O","NL","DEM","M",36,"Y",2006,0,1,1,1,1
"CW269972","W","NL","DEM","F",59,"N",1992,1,1,1,1,1
"CD25302","B","NL","DEM","M",43,"Y",2008,1,0,1,0,0
"EF207205","W","NL","UNA","F",27,"Y",2016,0,0,0,0,1
"EH813908","B","NL","DEM","M",53,"Y",2008,0,0,1,1,1
"BB97497","B","NL","DEM","M",64,"Y",2012,0,0,1,0,0
"CA67712","W","NL","UNA","M",43,"Y",2004,1,0,1,0,1
"BH168187","W","NL","UNA","F",30,"Y",2016,0,0,0,0,1
"DD140858","W","NL","UNA","F",27,"N",2010,0,0,0,0,0
"EH1020996","W","NL","LIB","M",33,"N",2014,0,0,0,0,0
"EH714409","W","UN","REP","M",45,"Y",2006,1,1,1,1,1
"BN388196","W","UN","UNA","M",32,"Y",2008,0,0,0,0,0
"EJ2519","W","NL","DEM","F",61,"Y",1992,1,1,1,0,1
"AL299093","W","UN","UNA","M",67,"Y",2015,0,0,0,0,1
"BC19090","W","NL","DEM","M",73,"Y",1969,1,1,1,0,1
"AP59732","W","UN","REP","M",77,"Y",2002,1,1,1,1,1
"BN8089","W","NL","DEM","F",88,"N",1960,1,1,1,1,1
"DG34224","U","UN","DEM","F",35,"Y",2001,1,0,1,0,0
"DS114700","U","HL","DEM","M",44,"Y",2016,0,0,0,0,1
"CM49396","W","NL","REP","F",76,"Y",2004,1,1,1,0,1
"AA106643","W","NL","DEM","M",39,"Y",1997,1,1,1,1,1
"BH149025","U","UN","UNA","F",30,"N",2010,0,0,1,0,1
"BY127223","W","NL","REP","F",84,"Y",1964,1,0,1,1,1
"BD143324","W","NL","DEM","F",22,"Y",2016,0,0,0,0,0
"DR95614","B","NL","DEM","M",46,"Y",2007,1,0,1,1,1
"DN141661","W","NL","REP","F",20,"Y",2014,0,0,0,0,0
"EB31692","W","NL","DEM","F",44,"Y",1994,1,1,1,1,1
"AX44197","U","UN","DEM","U",49,"Y",2012,1,1,1,1,1
"AW193111","W","NL","UNA","F",66,"Y",2012,0,0,1,0,1
"DN82256","W","UN","REP","F",64,"Y",2016,0,0,0,0,1
"AA187935","W","NL","DEM","F",51,"Y",2016,0,0,0,0,1
"CW488144","B","NL","DEM","M",36,"Y",2000,0,0,0,0,0
"DF8738","W","NL","DEM","F",80,"N",1990,0,0,0,1,1
"EM109592","B","NL","UNA","M",45,"Y",2012,0,0,0,0,0
"AG56536","W","NL","REP","F",23,"Y",2014,0,0,0,0,1
"BR120898","W","NL","DEM","F",67,"Y",2003,1,0,1,0,1
"BY488888","B","UN","DEM","F",46,"Y",2006,1,1,1,1,0
"BL328956","W","NL","REP","F",50,"Y",2006,1,1,1,1,1
"CW947814","O","HL","REP","F",26,"Y",2015,0,0,1,1,1
"EG18440","B","NL","DEM","F",81,"Y",1964,1,1,1,1,1
"DE278968","W","UN","REP","M",23,"Y",2012,0,0,1,0,0
"CW989488","W","NL","UNA","M",33,"Y",2012,0,0,1,1,1
"CW894220","W","NL","REP","M",25,"Y",2010,0,1,0,0,0
"CN44329","W","NL","UNA","F",50,"Y",1998,1,1,1,1,1
"CA67140","W","NL","UNA","F",42,"Y",2004,1,1,1,1,1
"AD32591","U","UN","REP","U",18,"Y",2016,0,0,0,0,0
"ED52160","W","NL","UNA","M",19,"Y",2016,0,0,0,0,0
"BC36480","W","NL","DEM","F",40,"Y",1996,1,0,1,1,1
"DL197002","W","UN","UNA","M",29,"N",2008,0,0,0,0,0
"EP68183","B","UN","DEM","F",51,"Y",2004,1,1,1,1,1
"DD182111","W","NL","REP","F",19,"N",2016,0,0,0,0,1
"EB10388","W","NL","UNA","M",53,"Y",1982,1,1,1,1,1
"AL209046","W","NL","UNA","M",40,"Y",2006,1,0,1,0,1
"AK134932","W","NL","UNA","M",30,"Y",2015,0,0,0,0,0
"EH121781","W","NL","DEM","F",69,"Y",1988,1,1,1,1,1
"AJ31105","W","NL","REP","M",47,"Y",2008,1,1,1,1,1
"CF4630","W","NL","REP","M",67,"Y",1972,1,1,1,1,1
"AP18787","W","NL","DEM","M",59,"Y",1976,1,1,1,1,1
"EA3466","W","NL","REP","M",69,"Y",1978,1,1,1,1,1
"BN54545","W","UN","REP","F",86,"Y",1976,1,0,1,0,0
"BH138514","W","NL","REP","F",26,"Y",2008,0,0,0,0,1
"DD143146","B","NL","DEM","F",54,"Y",2010,0,0,0,0,0
"DE248309","U","HL","DEM","M",33,"Y",2014,1,0,1,1,0
"CE19407","B","NL","DEM","M",51,"Y",1998,1,0,1,0,1
"EH715476","W","UN","UNA","F",28,"Y",2007,1,0,1,0,1
"CW975464","W","NL","DEM","F",25,"N",2012,0,0,0,0,0
"AW190525","U","HL","UNA","F",53,"N",2012,0,0,1,0,1
"EH820792","B","NL","DEM","M",30,"Y",2008,0,0,0,0,0
"AT22945","W","NL","UNA","F",43,"Y",2014,1,0,0,0,1
"EH803759","O","HL","UNA","F",38,"Y",2008,1,0,1,0,1
"BY404094","B","UN","DEM","F",33,"Y",2007,1,1,1,1,1
"CE7054","B","NL","DEM","M",51,"Y",1984,1,1,1,0,1
"AA130352","W","NL","UNA","F",32,"Y",2003,0,0,1,0,1
"BX19796","B","NL","DEM","F",63,"Y",2008,1,1,1,1,1
"CW394103","W","NL","REP","M",58,"Y",1997,1,1,1,1,1
"BE132936","W","NL","REP","F",72,"N",1996,0,0,0,0,0
"CW1172592","B","NL","DEM","F",59,"Y",2016,0,0,0,0,0
"BL320632","W","NL","REP","M",47,"Y",2007,1,1,1,1,1
"BR45273","W","NL","DEM","F",84,"Y",1988,0,0,0,0,0
"EH652682","B","UN","UNA","F",37,"Y",2004,0,0,0,0,0
"BE390815","W","UN","REP","F",19,"Y",2016,0,0,0,0,1
"EH326824","W","NL","REP","M",26,"Y",1996,1,1,1,1,1
"BR172289","O","HL","DEM","M",68,"Y",2010,0,1,1,0,1
"AN13769","W","NL","DEM","F",58,"Y",1977,1,1,1,1,1
"CW1153824","W","HL","REP","M",60,"N",2016,0,0,0,0,1
"CT54700","W","NL","DEM","F",19,"Y",2016,0,0,0,0,0
"CA4013","B","NL","REP","F",52,"Y",1986,1,1,1,1,1
"DA60035","B","NL","DEM","F",76,"Y",1998,1,1,1,1,1
"AW53369","W","NL","REP","F",52,"Y",1984,1,0,1,1,1
"BB37334","W","UN","DEM","M",60,"Y",2008,1,0,1,0,0
"BY639425","B","NL","UNA","F",37,"Y",2014,0,0,0,0,1
"CW85384","W","NL","DEM","M",76,"Y",1980,1,1,1,1,1
"CF8262","B","NL","DEM","M",20,"Y",2014,0,0,0,0,0
"AA194897","B","UN","DEM","F",63,"N",2016,0,0,0,0,0
"DL42376","W","NL","REP","F",59,"Y",1976,1,1,1,1,1
"BN432472","B","UN","DEM","F",24,"Y",2014,0,0,1,0,1
"AK17031","B","NL","DEM","F",67,"N",1983,1,1,1,1,1
"BY278186","W","NL","UNA","M",52,"Y",2016,0,0,0,0,1
"AN190996","O","UN","UNA","F",30,"N",2015,0,0,0,0,0
"BY260901","W","NL","REP","M",58,"Y",1994,0,0,1,0,1
"EL70544","W","UN","UNA","M",28,"N",2008,1,0,0,0,0
"DL180543","B","NL","DEM","F",81,"N",2005,1,0,1,0,0
"CW1023060","O","NL","UNA","M",21,"Y",2013,0,0,0,0,0
"EH1124686","W","NL","UNA","M",30,"N",2016,0,0,0,0,1
"BT3251","W","NL","DEM","M",91,"Y",1968,1,1,1,1,1
"BE355264","W","NL","REP","F",27,"N",2012,0,0,1,0,0
"EH700872","W","UN","REP","M",60,"Y",2006,1,0,1,0,0
"AW175723","W","NL","LIB","M",59,"Y",2012,1,0,1,0,0
"DE129923","W","NL","UNA","F",73,"Y",2009,1,1,1,1,1
"EN7839","W","NL","UNA","F",55,"Y",1980,1,1,1,1,1
"AL203833","W","NL","REP","F",35,"Y",2006,1,0,1,1,1
"EH1121525","W","NL","UNA","F",31,"N",2016,0,0,0,0,1
"AT18383","B","UN","DEM","M",64,"Y",2012,1,0,1,1,1
"AY40413","W","NL","UNA","F",59,"Y",2016,0,0,0,0,1
"BY445820","W","NL","REP","M",64,"Y",2016,1,0,0,0,0
"CW320220","W","NL","DEM","M",63,"Y",1995,1,1,1,1,1
"CW519054","W","NL","REP","M",37,"Y",2012,1,0,1,1,1
"CW1139035","B","NL","DEM","M",27,"N",2016,0,0,0,0,0
"EJ6120","W","NL","DEM","M",49,"N",1985,1,1,1,1,1
"DE46408","B","NL","DEM","F",60,"N",1980,1,1,1,1,1
"BE391522","B","NL","UNA","M",29,"Y",2016,0,0,0,0,1
"DH44765","B","NL","DEM","F",56,"N",2006,0,0,0,0,1
"CJ131457","W","NL","REP","M",38,"Y",2013,1,1,1,1,1
"CW595993","W","NL","DEM","F",62,"Y",2003,1,1,1,0,1
"EH713427","B","NL","DEM","F",67,"Y",2006,1,1,1,1,1
"DD144018","W","NL","REP","F",41,"Y",2011,0,0,0,0,0
"CG67995","B","NL","DEM","F",43,"Y",1995,1,1,1,1,1
"BE139322","B","UN","DEM","F",47,"Y",1997,1,1,1,1,1
"BY273923","B","HL","DEM","F",60,"Y",1995,0,0,1,1,1
"DA65510","W","NL","REP","F",52,"Y",2008,0,1,0,0,0
"BN275850","W","UN","DEM","M",66,"Y",2000,1,1,1,1,1
"EF106010","W","NL","REP","M",66,"Y",2004,1,1,1,1,1
"BN319315","U","UN","DEM","F",53,"Y",2016,0,0,0,0,1
"DD160880","W","NL","UNA","M",25,"Y",2013,0,0,0,0,0
